date,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
2/20/15,863.13,6.645833333,4.8125,81.33333333,9.416666667,2,0,0,3
2/21/15,674.92,4.8125,1.625,76.33333333,16.20833333,2,0,1,3
2/22/15,378.58,5.125,1.416666667,80.91666667,21.25,1,0,1,3
2/23/15,906.83,6.9375,2.9375,66.85416667,25.875,2,0,0,3
2/24/15,987.00,7.1875,3.145833333,66.14583333,27,2,0,0,3
2/25/15,899.67,9.083333333,7.666666667,77.3125,11.10416667,2,0,0,3
2/26/15,834.83,9.25,7.4375,81.72916667,16.91666667,7,0,0,3
2/27/15,1015.29,5.9375,3.104166667,66.27083333,14.3125,1,0,0,3
2/28/15,563.71,8.6875,5.75,83.58333333,23.08333333,3,0,1,3
3/1/15,651.71,9.1875,6.416666667,66.6875,29.58333333,2,0,1,0
3/2/15,927.42,6.0625,1.729166667,62.8125,28.3125,1,0,0,0
3/3/15,993.54,6.583333333,2.854166667,64.1875,23.04166667,2,0,0,0
3/4/15,1020.21,6.6875,3.270833333,64.66666667,20.20833333,1,0,0,0
3/5/15,1037.33,7.5,5.208333333,65.27083333,16.6875,1,0,0,0
3/6/15,1055.71,9.104166667,7.1875,63.29166667,17.52083333,1,0,0,0
3/7/15,1140.21,11.04166667,9.645833333,64.3125,18.39583333,1,0,1,0
3/8/15,834.04,10.04166667,9.041666667,78.85416667,14.22916667,2,0,1,0
3/9/15,1001.54,8.354166667,6.416666667,82.83333333,14.3125,3,0,0,0
3/10/15,1153.08,8.916666667,7.395833333,65.45833333,10.625,1,0,0,0
3/11/15,1142.46,8.75,7.604166667,73.72916667,11.22916667,1,0,0,0
3/12/15,1172.13,10,8.958333333,56.20833333,13.58333333,1,0,0,0
3/13/15,1070.83,8.5,6.625,61.27083333,17.77083333,1,0,0,0
3/14/15,754.21,6.145833333,2.958333333,66.97916667,17.95833333,4,0,1,0
3/15/15,444.25,6.3125,3.3125,82.20833333,16.3125,7,0,1,0
3/16/15,826.00,7,4.520833333,81.77083333,13.6875,[3 7],0,0,0
3/17/15,1074.17,8.479166667,7.166666667,85.875,10.20833333,[2 7],0,0,0
3/18/15,1101.63,6.895833333,4.583333333,80.0625,12.20833333,3,0,0,0
3/19/15,1003.21,7.25,4.541666667,79.14583333,15.08333333,4,0,0,0
3/20/15,1051.08,7.541666667,5.833333333,75.47916667,9.854166667,1,0,0,0
3/21/15,671.50,7.625,4.895833333,72.04166667,16.47916667,3,0,1,0
3/22/15,775.75,5.854166667,3.333333333,67.72916667,12.39583333,3,0,1,0
3/23/15,1066.33,8,6.479166667,66.16666667,11.91666667,2,0,0,0
3/24/15,1003.46,7.541666667,5.916666667,69.8125,9.354166667,7,0,0,0
3/25/15,1069.67,6.208333333,4.645833333,67.08333333,7.9375,1,0,0,0
3/26/15,846.04,8.416666667,6.1875,70.375,20.83333333,1,0,0,0
3/27/15,1097.83,8.833333333,6.916666667,60.5,15.72916667,1,0,0,0
3/28/15,791.08,11.5625,11.14583333,80.125,22.89583333,3,0,1,0
3/29/15,373.57,11.30434783,10.08695652,77.44565217,30.77173913,7,0,1,0
3/30/15,921.08,9.625,7.395833333,64.5625,26.33333333,2,0,0,0
3/31/15,1130.10,10.85,9.7,55.15,41.9,[1 2 3 7],0,0,0
4/1/15,980.79,8.5,4.9375,59.85416667,31.70833333,2,0,0,0
4/2/15,945.08,9.0625,7.125,66.35416667,14.8125,1,0,0,0
4/3/15,470.75,9.395833333,8.583333333,88.08333333,7.916666667,7,1,0,0
4/4/15,559.30,8.869565217,7.02173913,77.69565217,12.26086957,3,0,1,0
4/5/15,807.04,8.791666667,8.270833333,71.125,7.020833333,3,0,1,0
4/6/15,1059.96,9.25,7.770833333,73.58333333,13.35416667,[1 3],1,0,0
4/7/15,1226.71,11.08333333,10.91666667,68.0625,6.604166667,1,0,0,0
4/8/15,1276.79,11.75,11.375,73.95833333,11.02083333,1,0,0,0
4/9/15,1313.33,10.5,9.5625,79.3125,10.5625,1,0,0,0
4/10/15,1335.50,13.04166667,12.54166667,68,11.91666667,1,0,0,0
4/11/15,1046.38,11.625,11.125,58.91666667,21.6875,1,0,1,0
4/12/15,1216.83,11.79166667,10.91666667,58.64583333,20.20833333,1,0,1,0
4/13/15,1168.67,11.60416667,11.16666667,68.77083333,9.729166667,[3 4],0,0,0
4/14/15,1438.29,15.64583333,14.89583333,60.77083333,17.16666667,1,0,0,0
4/15/15,1561.25,17.54166667,17.20833333,51.89583333,14.0625,1,0,0,0
4/16/15,1270.38,11.6875,10.89583333,66.95833333,19.625,1,0,0,0
4/17/15,1241.50,10.58333333,8.916666667,63.625,23.64583333,1,0,0,0
4/18/15,1233.13,9.645833333,8.145833333,63.875,22.58333333,2,0,1,0
4/19/15,822.33,8.416666667,6.666666667,67.8125,11.60416667,[3 4],0,1,0
4/20/15,1335.71,11.0625,10.4375,64.4375,13.85416667,1,0,0,0
4/21/15,1454.50,11.375,10.85416667,61.60416667,12.75,1,0,0,0
4/22/15,1349.21,10.39583333,9.479166667,72.47916667,16.85416667,1,0,0,0
4/23/15,1365.54,10.39583333,9.020833333,71.66666667,13.20833333,1,0,0,0
4/24/15,1337.58,13.02083333,12.6875,68.64583333,14.16666667,1,0,0,0
4/25/15,1049.75,14.14583333,14.14583333,75.14583333,18.39583333,7,0,1,0
4/26/15,809.46,9.645833333,8.291666667,83.33333333,11.1875,3,0,1,0
4/27/15,1270.38,9.270833333,8.375,55.58333333,10.47916667,1,0,0,0
4/28/15,1324.29,9.708333333,7.875,53.47916667,23.04166667,1,0,0,0
4/29/15,1084.58,9.854166667,8,71.3125,18.64583333,[1 2 7],0,0,0
4/30/15,1317.54,10.75,9.4375,57.75,18.29166667,1,0,0,0
5/1/15,1232.46,9.083333333,7.229166667,64.25,18.875,2,0,0,0
5/2/15,926.29,9.75,8.4375,74.52083333,21.0625,1,0,1,0
5/3/15,881.88,14.5625,14.5,80.375,21.75,3,0,1,0
5/4/15,1116.46,14.60416667,14.60416667,67.20833333,18.8125,2,1,0,0
5/5/15,1103.67,14.64583333,14.64583333,69.35416667,31.04166667,2,0,0,0
5/6/15,1018.25,12.5,12.25,70.54166667,32.16666667,7,0,0,0
5/7/15,1297.67,13.16666667,13.10416667,62.3125,19.625,2,0,0,0
5/8/15,1119.92,13.08333333,12.97916667,71.16666667,12.10416667,1,0,0,0
5/9/15,1158.75,14.8125,14.8125,59.39583333,26.27083333,3,0,1,0
5/10/15,1342.75,14.77083333,14.64583333,66.58333333,13.6875,2,0,1,0
5/11/15,1404.96,17.33333333,17.33333333,64.52083333,17.25,1,0,0,0
5/12/15,1409.17,14.5625,14.5625,53.41666667,23.22916667,1,0,0,0
5/13/15,1529.13,13.75,13.35416667,56.47916667,11.66666667,1,0,0,0
5/14/15,650.38,9.895833333,7.895833333,84.95833333,21.375,7,0,0,0
5/15/15,1347.63,11.79166667,11.02083333,69.54166667,14.0625,2,0,0,0
5/16/15,1355.25,15.14583333,15.14583333,59.875,19.91666667,1,0,1,0
5/17/15,1305.13,13.58333333,13.25,56.39583333,17.16666667,1,0,1,0
5/18/15,1012.00,12.41666667,11.97916667,68.29166667,25.10416667,2,0,0,0
5/19/15,1180.46,10.91666667,9.5,63.125,24.27083333,2,0,0,0
5/20/15,1272.25,11.52083333,10.45833333,61.1875,18.6875,1,0,0,0
5/21/15,1451.38,14.625,14.02083333,53.02083333,15.75,1,0,0,0
5/22/15,1393.13,15.6875,15.39583333,65.70833333,13.66666667,1,0,0,0
5/23/15,993.71,14.66666667,14.66666667,68.9375,15.02083333,3,0,1,0
5/24/15,1250.75,15.79166667,15.79166667,64.3125,11.47916667,3,0,1,0
5/25/15,1229.25,13.75,13.75,60.875,13.60416667,2,1,0,0
5/26/15,1450.38,14.91666667,14.91666667,60.0625,14.60416667,1,0,0,0
5/27/15,1516.96,14.79166667,14.54166667,56.41666667,16.6875,1,0,0,0
5/28/15,1432.79,15.04166667,15.04166667,49.9375,23.20833333,1,0,0,0
5/29/15,1084.29,12.375,12.375,64.04166667,22.20833333,2,0,0,0
5/30/15,1216.92,13.08333333,12.41666667,57.77083333,17.83333333,1,0,1,0
5/31/15,624.92,13.85416667,13.85416667,72.875,22.33333333,7,0,1,0
6/1/15,1161.00,12.10416667,11.4375,62.83333333,23.64583333,2,0,0,1
6/2/15,1164.13,15.66666667,15.66666667,75.02083333,33.52083333,3,0,0,1
6/3/15,1474.04,16.125,16.125,53.0625,17.58333333,1,0,0,1
6/4/15,1643.79,17,16.83333333,56.33333333,12.85416667,1,0,0,1
6/5/15,1645.86,19.83333333,19.83333333,63.5,19.45238095,1,0,0,1
6/6/15,1367.50,15.27083333,15.22916667,51.1875,23.79166667,1,0,1,1
6/7/15,1475.29,15,14.91666667,55.97916667,12.52083333,1,0,1,1
6/8/15,1357.79,13.60416667,13.54166667,63.85416667,13.54166667,1,0,0,1
6/9/15,1385.63,12.04166667,11.3125,59.1875,21.02083333,2,0,0,1
6/10/15,1487.79,13.97916667,13.8125,57.83333333,21.95833333,2,0,0,1
6/11/15,1617.00,16.8125,16.6875,63.10416667,20.41666667,1,0,0,1
6/12/15,1465.50,18.75,18.75,69.58333333,12.20833333,1,0,0,1
6/13/15,1262.42,17.45833333,17.45833333,77.35416667,18.33333333,4,0,1,1
6/14/15,1051.46,14.85416667,14.85416667,78.5,13.14583333,3,0,1,1
6/15/15,1439.92,14.27083333,14.27083333,64.70833333,16.875,2,0,0,1
6/16/15,1580.13,17.04166667,16.89583333,58.54166667,8.125,1,0,0,1
6/17/15,1607.96,19.64583333,19.64583333,65.54166667,21.91666667,1,0,0,1
6/18/15,1611.96,17.875,17.875,57.25,18.08333333,1,0,0,1
6/19/15,1498.58,16.35416667,16.35416667,58.54166667,16.02083333,2,0,0,1
6/20/15,1095.63,16.64583333,16.64583333,74.8125,9.75,3,0,1,1
6/21/15,1266.38,17.45833333,17.45833333,62.6875,23.04166667,3,0,1,1
6/22/15,1231.54,14.6875,14.6875,70.85416667,20.91666667,2,0,0,1
6/23/15,1561.33,15.8125,15.8125,60.4375,14.10416667,3,0,0,1
6/24/15,1622.50,18.625,18.4375,57.20833333,16.08333333,1,0,0,1
6/25/15,1611.38,19.64583333,19.58333333,56.97916667,13.54166667,1,0,0,1
6/26/15,1542.46,20.60416667,20.60416667,55.25,15.91666667,1,0,0,1
6/27/15,1524.21,19.54166667,19.20833333,57.35416667,17,1,0,1,1
6/28/15,1071.08,19.125,19.125,64.25,15.33333333,2,0,1,1
6/29/15,1628.42,20.58333333,20.45833333,54.64583333,13.41666667,1,0,0,1
6/30/15,1805.25,22.375,22,50.35416667,14.89583333,1,0,0,1
7/1/15,1776.71,27.375,27.4375,50.97916667,17.3125,1,0,0,1
7/2/15,1594.25,22.29166667,22.29166667,64.5625,15.20833333,1,0,0,1
7/3/15,1650.46,19.91666667,19.875,63.66666667,17.45833333,1,0,0,1
7/4/15,1595.13,22.22916667,22.22916667,66.16666667,17.4375,1,0,1,1
7/5/15,1238.17,18.64583333,18.60416667,64.66666667,13.72916667,[1 2],0,1,1
7/6/15,1609.17,18.97916667,18.72916667,58.97916667,15.47916667,1,0,0,1
7/7/15,1579.50,19.45833333,19.35416667,58.125,21.52083333,1,0,0,1
7/8/15,1737.63,17.8125,17.8125,62.4375,23.83333333,3,0,0,1
7/9/15,3021.00,17.79166667,17.54166667,48.97916667,12.97916667,1,0,0,1
7/10/15,1782.46,20.83333333,20.33333333,47.22916667,12.85416667,1,0,0,1
7/11/15,1753.79,21.375,21.29166667,54.22916667,17.41666667,1,0,1,1
7/12/15,968.33,18.52083333,18.52083333,75.47916667,21.6875,3,0,1,1
7/13/15,1170.43,18.95652174,18.95652174,81.45652174,20.04347826,3,0,0,1
7/14/15,1472.83,19.41666667,19.41666667,76.64583333,15.97916667,3,0,0,1
7/15/15,1440.58,19.64583333,19.64583333,76.91666667,12,3,0,0,1
7/16/15,1637.75,19.91666667,19.91666667,65.47916667,22.04166667,3,0,0,1
7/17/15,1604.38,20.4375,20.4375,62.70833333,19.95833333,2,0,0,1
7/18/15,1603.79,18.70833333,18.45833333,53.95833333,17.58333333,1,0,1,1
7/19/15,1528.88,20,19.70833333,49.29166667,18.97916667,1,0,1,1
7/20/15,1293.48,19.14285714,19.14285714,77.88095238,13.35714286,3,0,0,1
7/21/15,1695.67,20.39583333,20.39583333,58.35416667,22.39583333,1,0,0,1
7/22/15,1579.79,19.33333333,19.22916667,60.95833333,17.75,2,0,0,1
7/23/15,1628.83,18.16666667,18.125,56.52083333,13.5625,1,0,0,1
7/24/15,668.08,15.85416667,15.85416667,75.41666667,11.45833333,7,0,0,1
7/25/15,1358.67,16.6875,16.6875,61.70833333,19.91666667,1,0,1,1
7/26/15,516.58,15.45833333,15.45833333,77.625,16.25,1,0,1,1
7/27/15,1329.33,17.77083333,17.77083333,67.1875,28.20833333,3,0,0,1
7/28/15,1504.21,17.125,17.125,58.79166667,27.85416667,2,0,0,1
7/29/15,1531.71,15.83333333,15.83333333,60.89583333,19.66666667,2,0,0,1
7/30/15,1506.04,15.9375,15.9375,60.20833333,14.85416667,2,0,0,1
7/31/15,1528.13,16.95833333,16.89583333,58.64583333,8.1875,1,0,0,1
8/1/15,1792.38,17.66666667,17.5625,55.6875,12.60416667,1,0,1,1
8/2/15,1803.96,19.79166667,19.54166667,57.77083333,12.5,1,0,1,1
8/3/15,1475.08,19.83333333,19.83333333,68.25,17.625,[1 3],0,0,1
8/4/15,1568.50,18.27083333,18.25,61,22.91666667,1,0,0,1
8/5/15,1615.42,18.375,18.35416667,64.5625,11.0625,1,0,0,1
8/6/15,2644.50,19.4375,19.4375,67.70833333,14.89583333,1,0,0,1
8/7/15,1645.25,19.52083333,19.52083333,62.70833333,8.958333333,2,0,0,1
8/8/15,1624.71,19.72916667,19.72916667,69.4375,11.04166667,1,0,1,1
8/9/15,1685.04,21.25,21.10416667,55.8125,12.27083333,1,0,1,1
8/10/15,1472.29,20.33333333,20.33333333,74.02083333,18.10416667,3,0,0,1
8/11/15,1429.92,18.3125,18.3125,64.5625,7.4375,2,0,0,1
8/12/15,1522.83,18.54166667,18.54166667,70.39583333,16.77083333,3,0,0,1
8/13/15,1082.25,18.9375,18.9375,83.89583333,15.14583333,4,0,0,1
8/14/15,1059.13,19.02083333,19.02083333,85.60416667,12.54166667,3,0,0,1
8/15/15,1405.79,17.58333333,17.58333333,63.29166667,13.5,1,0,1,1
8/16/15,1275.67,16.8125,16.8125,63.41666667,7,1,0,1,1
8/17/15,1487.29,17.8125,17.8125,55.77083333,9.666666667,1,0,0,1
8/18/15,1438.75,17.625,17.625,59.52083333,16.14583333,1,0,0,1
8/19/15,1318.33,17.9375,17.9375,68.5,15.08333333,2,0,0,1
8/20/15,1356.42,19.04166667,19.04166667,81.375,13.8125,3,0,0,1
8/21/15,1495.08,22.10416667,22.10416667,68.91666667,14.5625,[1 2],0,0,1
8/22/15,1841.13,23.20833333,23.1875,62.77083333,12.29166667,1,0,1,1
8/23/15,1125.04,19.5,19.5,68,16.85416667,1,0,1,1
8/24/15,725.00,15.83333333,15.83333333,87.45833333,13.375,7,0,0,1
8/25/15,1173.00,16.20833333,16.20833333,79.33333333,20.10416667,2,0,0,1
8/26/15,989.08,18.25,18.25,80.72916667,21.97916667,7,0,0,1
8/27/15,1272.00,16.77083333,16.77083333,73.04166667,17.5,2,0,0,1
8/28/15,1372.92,16.95833333,16.95833333,66.9375,15.8125,1,0,0,1
8/29/15,942.42,18.29166667,18.27083333,72.72916667,7.770833333,1,0,1,1
8/30/15,1040.50,17.83333333,17.83333333,80.3125,10.47916667,3,0,1,1
8/31/15,401.63,15.47916667,15.47916667,89.54166667,10.4375,7,1,0,1
9/1/15,1064.83,15.47916667,15.47916667,79.83333333,9.5,[2 3],0,0,2
9/2/15,1257.50,14.6875,14.6875,73.25,10.22916667,2,0,0,2
9/3/15,1289.58,13.9375,13.9375,68.75,12.95833333,2,0,0,2
9/4/15,1237.88,14.29166667,14.29166667,65.33333333,13.125,2,0,0,2
9/5/15,929.88,13.4375,13.4375,71.47916667,11.29166667,[3 4],0,1,2
9/6/15,1226.21,14.125,13.85416667,64.70833333,9.8125,1,0,1,2
9/7/15,1320.50,14.33333333,14.33333333,72.16666667,9.8125,1,0,0,2
9/8/15,1365.88,14.14583333,14.14583333,73.375,8.375,3,0,0,2
9/9/15,1379.83,15.8125,15.8125,71.64583333,14.08333333,3,0,0,2
9/10/15,1488.92,16.1875,16.1875,71.83333333,15,1,0,0,2
9/11/15,1508.64,16.56818182,16.56818182,71.95454545,16.84090909,1,0,0,2
9/12/15,1501.28,18.27777778,18.27777778,63.80555556,17.52777778,2,0,1,2
9/13/15,1090.25,14.02083333,14.02083333,73,10.95833333,1,0,1,2
9/14/15,1075.46,14.5,14.5,78.77083333,18.625,7,0,0,2
9/15/15,1169.42,14.25,14.25,74.95833333,18,2,0,0,2
9/16/15,777.21,13.75,13.75,89.66666667,13.41666667,7,0,0,2
9/17/15,1336.46,14.79166667,14.79166667,72.75,16.6875,2,0,0,2
9/18/15,1242.88,15.0625,15.0625,78.39583333,9.5,2,0,0,2
9/19/15,1383.74,15.19565217,15.19565217,70.95652174,6.97826087,1,0,1,2
9/20/15,1297.54,15.41666667,15.41666667,73.66666667,11.35416667,1,0,1,2
9/21/15,986.50,14.70833333,14.70833333,83.5625,13.45833333,2,0,0,2
9/22/15,851.42,12.41666667,12.41666667,83.14583333,12.5625,[1 7],0,0,2
9/23/15,1415.71,14.125,13.91666667,71.45833333,18.29166667,2,0,0,2
9/24/15,1224.83,15.58333333,15.58333333,71.6875,19.9375,2,0,0,2
9/25/15,1449.29,13.72916667,13.72916667,67.52083333,10.72916667,1,0,0,2
9/26/15,1359.83,13.1875,13.16666667,68.9375,8.5,1,0,1,2
9/27/15,1242.38,13.64583333,13.58333333,72.58333333,11.64583333,1,0,1,2
9/28/15,1380.75,13.97916667,13.97916667,74.1875,14.91666667,1,0,0,2
9/29/15,1434.83,14.75,14.75,70.10416667,16.35416667,1,0,0,2
9/30/15,1455.88,14.3125,14.3125,68.16666667,17.02083333,1,0,0,2
10/1/15,1440.08,14.25,14.25,71.875,15.77083333,1,0,0,2
10/2/15,1479.29,13.6875,13.6875,73.3125,10.72916667,1,0,0,2
10/3/15,1206.50,12.66666667,12.66666667,81.22916667,5.708333333,3,0,1,2
10/4/15,1245.17,13.33333333,13.10416667,72.83333333,9.854166667,[1 2],0,1,2
10/5/15,864.21,15.89583333,15.89583333,87.9375,13.75,7,0,0,2
10/6/15,1078.83,16.64583333,16.64583333,87.22916667,12.41666667,7,0,0,2
10/7/15,1192.88,14.875,14.875,81.9375,19.08333333,3,0,0,2
10/8/15,1403.17,12.39583333,11.8125,72.83333333,8.416666667,1,0,0,2
10/9/15,1391.57,12.56521739,12.5,76.76086957,6.913043478,1,0,0,2
10/10/15,1225.67,13,12.97916667,81.3125,11.125,2,0,1,2
10/11/15,1158.17,12.29166667,12.04166667,72.5625,13.20833333,1,0,1,2
10/12/15,1303.83,11.27083333,10.95833333,70.08333333,10,3,0,0,2
10/13/15,1117.44,10.58333333,9.416666667,73.41666667,14.52777778,[1 3],0,0,2
10/14/15,1274.13,10.47916667,9.8125,75.04166667,13.5,2,0,0,2
10/15/15,1286.42,11.22916667,10.5625,77.875,13.14583333,[2 3],0,0,2
10/16/15,1253.13,12.5,12.5,78.5625,16.47916667,3,0,0,2
10/17/15,1013.63,12.0625,12.0625,76.75,13.75,3,0,1,2
10/18/15,961.25,13.04166667,13.04166667,79.72916667,9.145833333,3,0,1,2
10/19/15,1248.00,12.72916667,12.72916667,79.1875,7.375,3,0,0,2
10/20/15,1363.25,11.54166667,11.25,75.52083333,8.020833333,2,0,0,2
10/21/15,788.42,12.5,12.29166667,88.4375,15.52083333,7,0,0,2
10/22/15,1263.58,13.97916667,13.97916667,69.91666667,16.91666667,3,0,0,2
10/23/15,1261.38,12.875,12.875,65.5,7.520833333,4,0,0,2
10/24/15,703.17,12.72916667,12.52083333,77.75,10.79166667,7,0,1,2
10/25/15,1005.78,9,7.826086957,75.69565217,8.507246377,1,0,1,2
10/26/15,1265.17,11.70833333,11,85.91666667,13.5625,3,0,0,2
10/27/15,1351.50,14.39583333,14.39583333,84.95833333,12.22916667,1,0,0,2
10/28/15,995.04,13.58333333,13.58333333,84.77083333,10.875,7,0,0,2
10/29/15,1139.13,13.41666667,13.27083333,87.79166667,13.39583333,2,0,0,2
10/30/15,998.75,14.6875,14.6875,82.04166667,13.58333333,[1 7],0,0,2
10/31/15,1144.33,12.375,12.375,87.89583333,9.75,1,0,1,2
11/1/15,952.00,9.208333333,8.854166667,97.6875,5.208333333,4,0,1,2
11/2/15,1168.04,10.5,10.04166667,95,9.166666667,[3 4],0,0,2
11/3/15,1279.58,11.89583333,11.70833333,88.625,9.041666667,3,0,0,2
11/4/15,977.58,13.47916667,13.47916667,88.54166667,8.395833333,2,0,0,2
11/5/15,1020.96,15.16666667,15.16666667,87.4375,14.33333333,3,0,0,2
11/6/15,1059.63,16.22916667,16.22916667,84.8125,18.125,3,0,0,2
11/7/15,620.04,15.77083333,15.77083333,83.64583333,22.89583333,7,0,1,2
11/8/15,781.42,14.16666667,14.0625,85.47916667,16.29166667,3,0,1,2
11/9/15,1186.42,13.875,13.875,73.97916667,27.04166667,3,0,0,2
11/10/15,1216.92,15.75,15.75,81.47916667,22.9375,3,0,0,2
11/11/15,1245.79,14.77083333,14.77083333,71.70833333,20.33333333,3,0,0,2
11/12/15,1206.75,14.25,14.25,81.1875,17.22916667,2,0,0,2
11/13/15,1052.17,10.66666667,8.833333333,66,27.9375,1,0,0,2
11/14/15,370.75,11.25,9.791666667,81.29166667,23.33333333,7,0,1,2
11/15/15,733.08,15.52083333,15.52083333,72.47916667,34.0625,3,0,1,2
11/16/15,1104.46,13.64583333,13.64583333,73.625,21.875,2,0,0,2
11/17/15,1034.91,14.77272727,14.77272727,77.38636364,29.20454545,7,0,0,2
11/18/15,1440.33,14.02777778,14.02777778,69.5,31.66666667,2,0,0,2
11/19/15,987.29,11.58333333,11.1875,80,21.52083333,7,0,0,2
11/20/15,1074.50,9.0625,6.104166667,67.5,22.3125,2,0,0,2
11/21/15,531.29,4.375,-0.375,68.02083333,26.25,1,0,1,2
11/22/15,546.58,3.520833333,0.791666667,74.66666667,10.66666667,1,0,1,2
11/23/15,996.17,5.041666667,2.729166667,74.95833333,11.14583333,1,0,0,2
11/24/15,882.29,9.041666667,6.229166667,83.70833333,19.91666667,7,0,0,2
11/25/15,1083.33,8.9375,6.9375,76.66666667,16.16666667,2,0,0,2
11/26/15,1109.42,9.395833333,8.520833333,86.3125,7.541666667,3,0,0,2
11/27/15,979.88,11.29166667,10.54166667,83.66666667,20.72916667,3,0,0,2
11/28/15,680.67,8.125,5.354166667,69.8125,27.25,1,0,1,2
11/29/15,474.67,12.04166667,12.04166667,72.04166667,34.08333333,3,0,1,2
11/30/15,909.48,12.02173913,11.47826087,77.52173913,26.06521739,3,0,0,2
12/1/15,1106.63,13.04166667,12.97916667,74.3125,20.25,3,0,0,3
12/2/15,1157.88,13.02083333,13.02083333,72.47916667,20.75,2,0,0,3
12/3/15,1079.13,12.91666667,12.91666667,76.9375,21.125,2,0,0,3
12/4/15,1081.50,11.04166667,9.979166667,70.27083333,25.0625,2,0,0,3
12/5/15,687.96,12.64583333,12.64583333,66.27083333,36.83333333,2,0,1,3
12/6/15,644.92,13.4375,13.4375,80.27083333,23.14583333,3,0,1,3
12/7/15,1072.25,13.3125,13.3125,81.54166667,14.47916667,3,0,0,3
12/8/15,976.25,12.27083333,11.70833333,73.75,20.75,1,0,0,3
12/9/15,1148.42,9.583333333,8.458333333,73.89583333,18.27083333,1,0,0,3
12/10/15,963.13,11.54166667,11.375,77.89583333,22.4375,3,0,0,3
